"opportunity_id","sales_agent","product","account","deal_stage","engage_date","close_date","close_value","engage_status","close_status","quarter","sector","year_established","revenue","employees","office_location","subsidiary_of","series","sales_price","manager","regional_office"
"WTAM4BED","Cassey Cress","MG Special","Missing_Account","Engaging","2017-06-13",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","55","Rocco Neubert","East"
"SPV7OJTH","Cassey Cress","MG Advanced","Missing_Account","Engaging","2017-06-02",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Rocco Neubert","East"
"CYB0NUCJ","Cassey Cress","MG Special","Missing_Account","Engaging","2017-05-23",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","55","Rocco Neubert","East"
"XRO7PMA2","Cassey Cress","GTX Plus Basic","Missing_Account","Engaging","2017-05-17",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Rocco Neubert","East"
"BJO24Z5A","Cassey Cress","GTX Plus Basic","Missing_Account","Engaging","2017-05-14",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Rocco Neubert","East"
"VP8ERXPR","Cassey Cress","MG Special","Missing_Account","Engaging","2017-04-29",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","55","Rocco Neubert","East"
"HDALWEHF","Cassey Cress","GTX Pro","Missing_Account","Engaging","2017-04-25",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Rocco Neubert","East"
"MRWHJE9P","Cassey Cress","GTX Plus Basic","Missing_Account","Engaging","2017-04-21",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Rocco Neubert","East"
"GL95LARP","Cassey Cress","GTX Pro","Missing_Account","Engaging","2017-04-08",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Rocco Neubert","East"
"MB7G8DWS","Cassey Cress","GTX Plus Pro","Missing_Account","Engaging","2017-04-03",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Rocco Neubert","East"
"H5VBBEVI","Cassey Cress","GTX Plus Basic","Missing_Account","Engaging","2017-04-03",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","1096","Rocco Neubert","East"
"JW4Q5F4Z","Cassey Cress","MG Special","Missing_Account","Engaging","2017-04-01",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","55","Rocco Neubert","East"
"CMS1HUGL","Cassey Cress","MG Advanced","Missing_Account","Engaging","2017-03-25",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Rocco Neubert","East"
"M41NS5DN","Cassey Cress","GTX Plus Pro","Missing_Account","Engaging","2017-03-24",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Rocco Neubert","East"
"9FPDDSIJ","Cassey Cress","GTX Pro","Missing_Account","Engaging","2017-03-22",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Rocco Neubert","East"
"Y28VHZKQ","Cassey Cress","MG Advanced","Missing_Account","Engaging","2017-03-13",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Rocco Neubert","East"
"5Z8S8UHK","Cassey Cress","GTX Basic","Missing_Account","Engaging","2017-03-06",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Rocco Neubert","East"
"71GQNH5T","Cassey Cress","MG Advanced","Missing_Account","Engaging","2017-03-05",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Rocco Neubert","East"
"FYN7C0CV","Cassey Cress","MG Advanced","Missing_Account","Engaging","2017-03-04",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Rocco Neubert","East"
"7ONH55WT","Cassey Cress","GTX Basic","Missing_Account","Engaging","2017-02-24",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Rocco Neubert","East"
"MU7JWTP6","Cassey Cress","MG Special","Missing_Account","Engaging","2017-02-18",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","55","Rocco Neubert","East"
"IVJP36UT","Cassey Cress","MG Advanced","Missing_Account","Engaging","2017-02-08",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Rocco Neubert","East"
"L2S4T3VA","Cassey Cress","GTX Plus Pro","Missing_Account","Engaging","2017-02-08",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Rocco Neubert","East"
"7VOW7BUJ","Cassey Cress","GTX Pro","Missing_Account","Engaging","2017-02-07",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Rocco Neubert","East"
"4JHY98UG","Cassey Cress","GTX Basic","Missing_Account","Engaging","2017-01-07",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Rocco Neubert","East"
"2HT2R2GY","Cassey Cress","GTX Plus Pro","Missing_Account","Engaging","2016-12-29",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","5482","Rocco Neubert","East"
"NKPH3EFG","Cassey Cress","MG Advanced","Missing_Account","Engaging","2016-12-18",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Rocco Neubert","East"
"PYOFK7ZD","Cassey Cress","GTX Basic","Missing_Account","Engaging","2016-12-17",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","550","Rocco Neubert","East"
"PM2BF2KB","Cassey Cress","GTX Plus Basic","Xx-Holding","Engaging","2017-12-13",NULL,NULL,"Engaged","Open",NULL,"finance",1993,"7537.24",20293,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"PJ3NGI1Y","Cassey Cress","MG Special","Donquadtech","Lost","2017-11-25","2017-12-10","0","Engaged","Closed","Q4","technology",1992,"1712.68",3194,"United States","Acme Corporation","MG","55","Rocco Neubert","East"
"N6ZLW0OG","Cassey Cress","GTX Plus Basic","Ganjaflex","Won","2017-11-24","2017-12-05","927","Engaged","Closed","Q4","retail",1995,"5158.71",17479,"Japan",NULL,"GTX","1096","Rocco Neubert","East"
"F0XGEQOE","Cassey Cress","MG Advanced","Kan-Code","Lost","2017-11-21","2017-11-25","0","Engaged","Closed","Q4","software",1982,"11698.03",34288,"United States",NULL,"MG","3393","Rocco Neubert","East"
"0ONK3WET","Cassey Cress","GTX Pro","Massive Dynamic","Won","2017-11-18","2017-11-21","4243","Engaged","Closed","Q4","entertainment",1989,"665.06",1095,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"RO8TURF5","Cassey Cress","GTX Basic","Donquadtech","Won","2017-11-15","2017-11-30","557","Engaged","Closed","Q4","technology",1992,"1712.68",3194,"United States","Acme Corporation","GTX","550","Rocco Neubert","East"
"9YH8LS5H","Cassey Cress","MG Advanced","Condax","Lost","2017-11-15","2017-12-15","0","Engaged","Closed","Q4","medical",2017,"4.54",9,"United States",NULL,"MG","3393","Rocco Neubert","East"
"ZQSSHSL7","Cassey Cress","GTX Basic","Donquadtech","Won","2017-11-04","2017-11-06","583","Engaged","Closed","Q4","technology",1992,"1712.68",3194,"United States","Acme Corporation","GTX","550","Rocco Neubert","East"
"WJO52I18","Cassey Cress","GTX Pro","Inity","Engaging","2017-11-04",NULL,NULL,"Engaged","Open",NULL,"marketing",1986,"2403.58",8801,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"AEH9XJ3T","Cassey Cress","GTX Plus Basic","Kan-Code","Lost","2017-11-01","2017-11-13","0","Engaged","Closed","Q4","software",1982,"11698.03",34288,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"FAS4V07H","Cassey Cress","MG Advanced","Konex","Won","2017-10-31","2017-12-10","2695","Engaged","Closed","Q4","technology",1980,"7708.38",13756,"United States",NULL,"MG","3393","Rocco Neubert","East"
"TL0UILCV","Cassey Cress","GTX Pro","Umbrella Corporation","Won","2017-10-31","2017-11-14","4529","Engaged","Closed","Q4","finance",1998,"2022.14",5113,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"HFER9GET","Cassey Cress","GTX Pro","Kinnamplus","Won","2017-10-30","2017-11-04","5239","Engaged","Closed","Q4","retail",2004,"702.72",1831,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"X6MHLE33","Cassey Cress","GTX Basic","Gekko & Co","Lost","2017-10-29","2017-11-12","0","Engaged","Closed","Q4","retail",1990,"2520.83",3502,"United States",NULL,"GTX","550","Rocco Neubert","East"
"FOFS0O2G","Cassey Cress","GTX Plus Pro","Xx-Zobam","Lost","2017-10-27","2017-10-29","0","Engaged","Closed","Q4","entertainment",1989,"3838.39",8274,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"UBU4E17W","Cassey Cress","GTX Basic","Betasoloin","Lost","2017-10-26","2017-11-06","0","Engaged","Closed","Q4","medical",1999,"251.41",495,"United States",NULL,"GTX","550","Rocco Neubert","East"
"YT5GLR6D","Cassey Cress","MG Advanced","Kinnamplus","Won","2017-10-24","2017-11-02","3588","Engaged","Closed","Q4","retail",2004,"702.72",1831,"United States",NULL,"MG","3393","Rocco Neubert","East"
"FSC4A2HZ","Cassey Cress","GTX Plus Pro","Silis","Lost","2017-10-24","2017-10-25","0","Engaged","Closed","Q4","medical",1994,"2818.38",6290,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"TTYSSNJH","Cassey Cress","GTX Plus Basic","Gekko & Co","Won","2017-10-23","2017-11-01","1027","Engaged","Closed","Q4","retail",1990,"2520.83",3502,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"S3V8Z52J","Cassey Cress","MG Advanced","Initech","Lost","2017-10-23","2017-10-25","0","Engaged","Closed","Q4","telecommunications",1994,"6395.05",20275,"United States",NULL,"MG","3393","Rocco Neubert","East"
"2HKRINHL","Cassey Cress","GTX Plus Pro","Plussunin","Won","2017-10-22","2017-10-24","5500","Engaged","Closed","Q4","retail",2003,"1419.98",4018,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"6ALPIXB7","Cassey Cress","GTX Plus Basic","Donware","Lost","2017-10-21","2017-11-29","0","Engaged","Closed","Q4","marketing",1999,"1197.44",2570,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"PLV91KH7","Cassey Cress","GTX Pro","Silis","Won","2017-10-20","2017-10-27","4345","Engaged","Closed","Q4","medical",1994,"2818.38",6290,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"7FVUE0GY","Cassey Cress","GTX Plus Basic","Acme Corporation","Won","2017-10-19","2017-10-21","1096","Engaged","Closed","Q4","technology",1996,"1100.04",2822,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"OXKWCAXO","Cassey Cress","GTX Pro","Opentech","Lost","2017-10-19","2017-10-31","0","Engaged","Closed","Q4","finance",1994,"355.23",853,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"ABMVTEUH","Cassey Cress","MG Advanced","The New York Inquirer","Lost","2017-10-18","2017-10-19","0","Engaged","Closed","Q4","medical",1996,"439.21",792,"United States",NULL,"MG","3393","Rocco Neubert","East"
"ECB42PGL","Cassey Cress","GTX Plus Pro","Zotware","Lost","2017-10-15","2017-10-24","0","Engaged","Closed","Q4","software",1979,"4478.47",13809,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"XSTGL252","Cassey Cress","GTX Pro","Toughzap","Engaging","2017-10-15",NULL,NULL,"Engaged","Open",NULL,"retail",1995,"332.43",799,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"76GEYK0T","Cassey Cress","GTX Plus Basic","Opentech","Won","2017-10-13","2017-10-23","888","Engaged","Closed","Q4","finance",1994,"355.23",853,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"KHRY7J40","Cassey Cress","GTX Basic","Zathunicon","Won","2017-10-11","2017-11-12","580","Engaged","Closed","Q4","retail",2010,"71.12",144,"United States",NULL,"GTX","550","Rocco Neubert","East"
"V7C6RT5S","Cassey Cress","MG Advanced","Betasoloin","Won","2017-10-08","2017-10-17","3472","Engaged","Closed","Q4","medical",1999,"251.41",495,"United States",NULL,"MG","3393","Rocco Neubert","East"
"FBDZ4LCK","Cassey Cress","GTX Basic","Zotware","Lost","2017-10-07","2017-10-08","0","Engaged","Closed","Q4","software",1979,"4478.47",13809,"United States",NULL,"GTX","550","Rocco Neubert","East"
"VN0XOAB6","Cassey Cress","MG Advanced","Bubba Gump","Won","2017-10-06","2017-11-12","3333","Engaged","Closed","Q4","software",2002,"987.39",2253,"United States",NULL,"MG","3393","Rocco Neubert","East"
"Y5C1Q7UR","Cassey Cress","MG Special","Zathunicon","Won","2017-10-06","2017-12-26","50","Engaged","Closed","Q4","retail",2010,"71.12",144,"United States",NULL,"MG","55","Rocco Neubert","East"
"2KNVLXA4","Cassey Cress","GTX Plus Pro","Plussunin","Won","2017-10-04","2017-10-14","5989","Engaged","Closed","Q4","retail",2003,"1419.98",4018,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"CTZ5I5R5","Cassey Cress","GTX Plus Pro","Bioplex","Won","2017-10-02","2017-12-05","5469","Engaged","Closed","Q4","medical",1991,"326.82",1016,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"84N2YHUB","Cassey Cress","GTX Basic","Konex","Lost","2017-10-01","2017-12-01","0","Engaged","Closed","Q4","technology",1980,"7708.38",13756,"United States",NULL,"GTX","550","Rocco Neubert","East"
"GWOOPZE8","Cassey Cress","GTX Plus Basic","Cheers","Engaging","2017-10-01",NULL,NULL,"Engaged","Open",NULL,"entertainment",1993,"4269.9",6472,"United States","Massive Dynamic","GTX","1096","Rocco Neubert","East"
"EM1BA4EK","Cassey Cress","GTX Basic","Scotfind","Engaging","2017-10-01",NULL,NULL,"Engaged","Open",NULL,"software",1996,"6354.87",16780,"United States","Bubba Gump","GTX","550","Rocco Neubert","East"
"ZDB6D35R","Cassey Cress","GTX Plus Pro","Ontomedia","Won","2017-09-30","2017-12-19","5026","Engaged","Closed","Q4","employment",1997,"882.12",2769,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"QK98E62R","Cassey Cress","GTX Plus Pro","Ganjaflex","Won","2017-09-27","2017-12-29","5301","Engaged","Closed","Q4","retail",1995,"5158.71",17479,"Japan",NULL,"GTX","5482","Rocco Neubert","East"
"I25J5M7W","Cassey Cress","MG Advanced","Iselectrics","Lost","2017-09-26","2017-09-28","0","Engaged","Closed","Q3","technology",2011,"527.11",1428,"United States","Acme Corporation","MG","3393","Rocco Neubert","East"
"YKZFQT7K","Cassey Cress","GTX Basic","Kinnamplus","Lost","2017-09-26","2017-10-05","0","Engaged","Closed","Q4","retail",2004,"702.72",1831,"United States",NULL,"GTX","550","Rocco Neubert","East"
"KPF0GREK","Cassey Cress","MG Advanced","Plussunin","Won","2017-09-25","2017-12-09","3329","Engaged","Closed","Q4","retail",2003,"1419.98",4018,"United States",NULL,"MG","3393","Rocco Neubert","East"
"02LUGFJS","Cassey Cress","GTX Pro","Plussunin","Won","2017-09-25","2017-09-28","4308","Engaged","Closed","Q3","retail",2003,"1419.98",4018,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"3C7A75LH","Cassey Cress","GTX Pro","Massive Dynamic","Won","2017-09-25","2017-09-27","5727","Engaged","Closed","Q3","entertainment",1989,"665.06",1095,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"ZOBJHMAF","Cassey Cress","MG Advanced","Missing_Account","Engaging","2016-12-11",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"MG","3393","Rocco Neubert","East"
"OLVI7L8M","Cassey Cress","GTX Pro","Missing_Account","Engaging","2016-11-16",NULL,NULL,"Engaged","Open",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"GTX","4821","Rocco Neubert","East"
"RVQTWBKE","Cassey Cress","GTX Plus Pro","Donware","Lost","2017-09-22","2017-11-24","0","Engaged","Closed","Q4","marketing",1999,"1197.44",2570,"United States",NULL,"GTX","5482","Rocco Neubert","East"
"U6LLSWEN","Cassey Cress","GTX Plus Basic","Plussunin","Lost","2017-09-22","2017-11-27","0","Engaged","Closed","Q4","retail",2003,"1419.98",4018,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"J0WKJLR6","Cassey Cress","GTX Plus Basic","Massive Dynamic","Won","2017-09-21","2017-11-21","1039","Engaged","Closed","Q4","entertainment",1989,"665.06",1095,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"41HHBQRT","Cassey Cress","GTX Basic","Xx-Zobam","Lost","2017-09-17","2017-12-13","0","Engaged","Closed","Q4","entertainment",1989,"3838.39",8274,"United States",NULL,"GTX","550","Rocco Neubert","East"
"1PORK6E3","Cassey Cress","GTX Basic","Ontomedia","Won","2017-09-16","2017-09-27","512","Engaged","Closed","Q3","employment",1997,"882.12",2769,"United States",NULL,"GTX","550","Rocco Neubert","East"
"MN4ZHCUZ","Cassey Cress","GTX Pro","Kan-Code","Won","2017-09-14","2017-11-23","3822","Engaged","Closed","Q4","software",1982,"11698.03",34288,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"7GDRCAJR","Cassey Cress","GTX Basic","Iselectrics","Won","2017-09-13","2017-09-24","600","Engaged","Closed","Q3","technology",2011,"527.11",1428,"United States","Acme Corporation","GTX","550","Rocco Neubert","East"
"3MXS2HRE","Cassey Cress","GTX Basic","Ganjaflex","Won","2017-12-23","2017-12-31","576","Engaged","Closed","Q4","retail",1995,"5158.71",17479,"Japan",NULL,"GTX","550","Rocco Neubert","East"
"ITDTMROU","Cassey Cress","MG Advanced","Xx-Zobam","Won","2017-09-10","2017-12-05","3371","Engaged","Closed","Q4","entertainment",1989,"3838.39",8274,"United States",NULL,"MG","3393","Rocco Neubert","East"
"UYJVA76O","Cassey Cress","GTX Plus Basic","Zathunicon","Lost","2017-09-09","2017-11-21","0","Engaged","Closed","Q4","retail",2010,"71.12",144,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"UZ4JMG8Z","Cassey Cress","GTX Plus Basic","Donquadtech","Lost","2017-09-08","2017-11-25","0","Engaged","Closed","Q4","technology",1992,"1712.68",3194,"United States","Acme Corporation","GTX","1096","Rocco Neubert","East"
"WAEWV7YD","Cassey Cress","GTX Basic","Yearin","Won","2017-11-22","2017-12-07","609","Engaged","Closed","Q4","retail",2005,"2261.05",3851,"United States",NULL,"GTX","550","Rocco Neubert","East"
"T87FD71P","Cassey Cress","GTX Plus Basic","Bubba Gump","Won","2017-09-07","2017-11-18","1251","Engaged","Closed","Q4","software",2002,"987.39",2253,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"FH30JK3J","Cassey Cress","GTX Plus Basic","Ontomedia","Engaging","2017-09-06",NULL,NULL,"Engaged","Open",NULL,"employment",1997,"882.12",2769,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"FNKZKHTJ","Cassey Cress","GTX Pro","Condax","Won","2017-09-04","2017-09-06","5113","Engaged","Closed","Q3","medical",2017,"4.54",9,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"1V3O11ZD","Cassey Cress","GTX Basic","Kinnamplus","Lost","2017-11-13","2017-11-23","0","Engaged","Closed","Q4","retail",2004,"702.72",1831,"United States",NULL,"GTX","550","Rocco Neubert","East"
"102XKYAC","Cassey Cress","GTX Pro","Zotware","Engaging","2017-09-01",NULL,NULL,"Engaged","Open",NULL,"software",1979,"4478.47",13809,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"1W5FOS69","Cassey Cress","GTX Pro","Mathtouch","Won","2017-08-31","2017-11-30","4201","Engaged","Closed","Q4","marketing",1984,"3027.46",9516,"Jordan",NULL,"GTX","4821","Rocco Neubert","East"
"WRLAVDPH","Cassey Cress","GTX Pro","Ganjaflex","Won","2017-08-31","2017-09-02","4958","Engaged","Closed","Q3","retail",1995,"5158.71",17479,"Japan",NULL,"GTX","4821","Rocco Neubert","East"
"G7NU2YCG","Cassey Cress","MG Special","Iselectrics","Won","2017-08-30","2017-09-08","57","Engaged","Closed","Q3","technology",2011,"527.11",1428,"United States","Acme Corporation","MG","55","Rocco Neubert","East"
"EXXFSC3O","Cassey Cress","GTX Pro","Opentech","Won","2017-08-29","2017-11-15","4343","Engaged","Closed","Q4","finance",1994,"355.23",853,"United States",NULL,"GTX","4821","Rocco Neubert","East"
"7868JVH9","Cassey Cress","GTX Plus Basic","Rantouch","Engaging","2017-08-29",NULL,NULL,"Engaged","Open",NULL,"telecommunications",1994,"1188.42",3015,"United States",NULL,"GTX","1096","Rocco Neubert","East"
"Y5A5G2L5","Cassey Cress","GTX Basic","Bubba Gump","Won","2017-08-27","2017-12-08","606","Engaged","Closed","Q4","software",2002,"987.39",2253,"United States",NULL,"GTX","550","Rocco Neubert","East"
"OO9U4C0Y","Cassey Cress","GTX Plus Basic","Y-Corporation","Engaging","2017-08-27",NULL,NULL,"Engaged","Open",NULL,"employment",1983,"2871.35",9561,"United States",NULL,"GTX","1096","Rocco Neubert","East"
